obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""482.7572""","=""0.0003""","=""482.75722""","=""0.00012""","=""35""","=""""",,"=""18593.947""","=""39302.506""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d3.(4F).5s""","=""f 5F""","=""4""",,"=""""","=""L10989""",
"=""483.2068""","=""0.0003""","=""483.20654""","=""0.00009""","=""23""","=""""",,"=""18525.059""","=""39214.362""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d3.(4F).5s""","=""f 5F""","=""3""",,"=""""","=""L10989""",
"=""483.6122""","=""0.0003""","=""483.61210""","=""0.00014""","=""140""","=""""",,"=""18287.554""","=""38959.507""","=""3d3.(2G).4s""","=""b 1G""","=""4""","=""3d3.(2G).4p""","=""x 1G*""","=""4""",,"=""""","=""L10989""",
"=""483.7396""","=""0.0003""","=""483.73957""","=""0.00014""","=""14""","=""""",,"=""18482.774""","=""39149.280""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d3.(4F).5s""","=""f 5F""","=""2""",,"=""""","=""L10989""",
"=""483.9253""","=""0.0003""","=""483.92514""","=""0.00014""","=""25""","=""""",,"=""17995.487""","=""38654.068""","=""3d3.(2P).4s""","=""b 3P""","=""0""","=""3d3.(2P).4p""","=""t 3D*""","=""1""",,"=""""","=""L10989""",
"=""484.0873""","=""0.0003""","=""484.08737""","=""0.00012""","=""6600""","=""1.76e+07""",C+,"=""7255.355""","=""27907.013""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d2.(1D).4s.4p.(1P*)""","=""y 1D*""","=""2""",,"=""T4294""","=""L10989""",
"=""484.2599""","=""0.0006""","=""484.25902""","=""0.00021""","=""7q""","=""""",,"=""18462.722""","=""39107.060""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""0""","=""3d3.(4F).5s""","=""f 5F""","=""1""",,"=""""","=""L10989""",
"=""484.3975""","=""0.0003""","=""484.39793""","=""0.00012""","=""38""","=""""",,"=""18061.387""","=""38699.805""","=""3d3.(2P).4s""","=""b 3P""","=""1""","=""3d3.(2P).4p""","=""t 3D*""","=""2""",,"=""""","=""L10989""",
"=""484.4855""","=""0.0003""","=""484.48511""","=""0.00019""","=""5""","=""""",,"=""20209.447""","=""40844.151""","=""3d3.(2D2).4s""","=""b 1D""","=""2""","=""3d3.(4P).4p""","=""r 3D*""","=""3""",,"=""""","=""L10989""",
"=""484.6333""","=""0.0003""","=""484.63349""","=""0.00007""","=""19""","=""""",,"=""21739.707""","=""42368.0934""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""5""","=""3d2.4s.(4F).4d""","=""3H""","=""5""",,"=""""","=""L10989""",
"=""484.6828""","=""0.0003""","=""484.68313""","=""0.00007""","=""12""","=""""",,"=""21588.495""","=""42214.7689""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""4""","=""3d2.4s.(4F).4d""","=""3H""","=""4""",,"=""""","=""L10989""",
"=""484.7303""","=""0.0003""","=""484.72985""","=""0.00014""","=""12*""","=""""",,"=""18482.774""","=""39107.060""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""1""","=""3d3.(4F).5s""","=""f 5F""","=""1""",,"=""""","=""L10989""",
"=""484.7303""","=""0.0003""","=""484.73137""","=""0.00012""","=""12*""","=""""",,"=""18525.059""","=""39149.280""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""2""","=""3d3.(4F).5s""","=""f 5F""","=""2""",,"=""""","=""L10989""",
"=""484.8207""","=""0.0003""","=""484.82085""","=""0.00009""","=""10""","=""""",,"=""18593.947""","=""39214.362""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""3""","=""3d3.(4F).5s""","=""f 5F""","=""3""",,"=""""","=""L10989""",
"=""484.8409""","=""0.0003""","=""484.84100""","=""0.00012""","=""64""","=""""",,"=""18145.286""","=""38764.844""","=""3d3.(2P).4s""","=""b 3P""","=""2""","=""3d3.(2P).4p""","=""t 3D*""","=""3""",,"=""""","=""L10989""",
"=""484.8477""","=""0.0003""","=""484.84770""","=""0.00009""","=""130""","=""""",,"=""17540.188""","=""38159.461""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""3""",,"=""""","=""L10989""",
"=""485.1274""","=""0.0003""","=""485.12771""","=""0.00012""","=""6""","=""""",,"=""18695.134""","=""39302.506""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5D*""","=""4""","=""3d3.(4F).5s""","=""f 5F""","=""4""",,"=""""","=""L10989""",
"=""485.1359""","=""0.0003""","=""485.13505""","=""0.00012""","=""12""","=""""",,"=""17369.529""","=""37976.589""","=""3d3.(2D2).4s""","=""a 3D""","=""1""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""2""",,"=""""","=""L10989""",
"=""485.4737""","=""0.0003""","=""485.47381""","=""0.00009""","=""27""","=""""",,"=""18061.387""","=""38654.068""","=""3d3.(2P).4s""","=""b 3P""","=""1""","=""3d3.(2P).4p""","=""t 3D*""","=""1""",,"=""""","=""L10989""",
"=""485.6010""","=""0.0003""","=""485.60103""","=""0.00024""","=""2200""","=""5.2e+07""",D,"=""18192.570""","=""38779.856""","=""3d3.(2H).4s""","=""a 3H""","=""6""","=""3d3.(2H).4p""","=""z 3I*""","=""7""",,"=""T4401n""","=""L10989""",
"=""485.7457""","=""0.0003""","=""485.74570""","=""0.00007""","=""24""","=""""",,"=""21588.495""","=""42169.6496""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""4""","=""3d2.4s.(4F).4d""","=""3G""","=""5""",,"=""""","=""L10989""",
"=""486.3753""","=""0.0003""","=""486.37516""","=""0.00012""","=""34""","=""""",,"=""18145.286""","=""38699.805""","=""3d3.(2P).4s""","=""b 3P""","=""2""","=""3d3.(2P).4p""","=""t 3D*""","=""2""",,"=""""","=""L10989""",
"=""486.4175""","=""0.0003""","=""486.41743""","=""0.00009""","=""81""","=""""",,"=""17423.856""","=""37976.589""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""2""",,"=""""","=""L10989""",
"=""486.8142""","=""0.0005""","=""486.8144""","=""0.0003""","=""""","=""1.56e+07""",C+,"=""26910.709""","=""47446.684""","=""3d3.(4F).4p""","=""y 5G*""","=""6""","=""3d2.4p2""","=""g 5G""","=""6""",,"=""T6897""","=""L18003""",
"=""486.8259""","=""0.0003""","=""486.82596""","=""0.00017""","=""1300""","=""""",,"=""18037.213""","=""38572.699""","=""3d3.(2H).4s""","=""a 3H""","=""4""","=""3d3.(2H).4p""","=""z 3I*""","=""5""",,"=""""","=""L10989""",
"=""487.0127""","=""0.0003""","=""487.01246""","=""0.00021""","=""1900""","=""""",,"=""18141.265""","=""38668.887""","=""3d3.(2H).4s""","=""a 3H""","=""5""","=""3d3.(2H).4p""","=""z 3I*""","=""6""",,"=""""","=""L10989""",
"=""487.4594""","=""0.0006""","=""487.45985""","=""0.00010""","=""7q""","=""""",,"=""18145.286""","=""38654.068""","=""3d3.(2P).4s""","=""b 3P""","=""2""","=""3d3.(2P).4p""","=""t 3D*""","=""1""",,"=""""","=""L10989""",
"=""487.4872""","=""0.0003""","=""487.48747""","=""0.00017""","=""11""","=""1.03e+07""",C+,"=""26772.968""","=""47280.588""","=""3d3.(4F).4p""","=""y 5G*""","=""5""","=""3d2.4p2""","=""g 5G""","=""5""",,"=""T6897""","=""L10989""",
"=""487.5269""","=""0.0006""","=""487.52748""","=""0.00007""","=""11q""","=""""",,"=""21469.488""","=""41975.4249""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""3""","=""3d2.4s.(4F).4d""","=""3G""","=""4""",,"=""""","=""L10989""",
"=""488.0285""","=""0.0003""","=""488.02856""","=""0.00014""","=""37""","=""""",,"=""7255.355""","=""27740.238""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d2.(3P).4s.4p.(3P*)""","=""z 5P*""","=""2""",,"=""""","=""L10989""",
"=""488.0907""","=""0.0003""","=""488.09075""","=""0.00014""","=""61""","=""""",,"=""17369.529""","=""37851.802""","=""3d3.(2D2).4s""","=""a 3D""","=""1""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""1""",,"=""""","=""L10989""",
"=""488.2324""","=""0.0003""","=""488.23272""","=""0.00021""","=""79""","=""""",,"=""18192.570""","=""38668.887""","=""3d3.(2H).4s""","=""a 3H""","=""6""","=""3d3.(2H).4p""","=""z 3I*""","=""6""",,"=""""","=""L10989""",
"=""488.2629""","=""0.0003""","=""488.26265""","=""0.00007""","=""7""","=""""",,"=""21739.707""","=""42214.7689""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""5""","=""3d2.4s.(4F).4d""","=""3H""","=""4""",,"=""""","=""L10989""",
"=""488.4819""","=""0.0003""","=""488.48290""","=""0.00024""","=""9""","=""""",,"=""26564.400""","=""47030.230""","=""3d3.(4F).4p""","=""y 5G*""","=""3""","=""3d2.4p2""","=""g 5G""","=""3""",,"=""""","=""L10989""",
"=""488.5081""","=""0.0003""","=""488.50794""","=""0.00019""","=""3700""","=""4.90e+07""",C+,"=""15220.393""","=""35685.174""","=""3d3.(2G).4s""","=""a 3G""","=""5""","=""3d3.(2G).4p""","=""y 3H*""","=""6""",,"=""T4922""","=""L10989""",
"=""488.5973""","=""0.0003""","=""488.59674""","=""0.00014""","=""14""","=""""",,"=""20209.447""","=""40670.509""","=""3d3.(2D2).4s""","=""b 1D""","=""2""","=""3d3.(4P).4p""","=""r 3D*""","=""2""",,"=""""","=""L10989""",
"=""488.8713""","=""0.0003""","=""488.87105""","=""0.00017""","=""6""","=""1.34e+07""",C+,"=""26494.330""","=""46943.911""","=""3d3.(4F).4p""","=""y 5G*""","=""2""","=""3d2.4p2""","=""g 5G""","=""2""",,"=""T6897""","=""L10989""",
"=""488.9825""","=""0.0003""","=""488.98253""","=""0.00007""","=""7""","=""""",,"=""21739.707""","=""42184.6261""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""5""","=""3d2.4s.(4F).4d""","=""e 5D""","=""4""",,"=""""","=""L10989""",
"=""489.0995""","=""0.0003""","=""489.09935""","=""0.00019""","=""19""","=""""",,"=""18825.782""","=""39265.818""","=""3d3.(4P).4s""","=""c 3P""","=""1""","=""3d.4s2.4p""","=""w 1D*""","=""2""",,"=""""","=""L10989""",
"=""489.1855""","=""0.0003""","=""489.18634""","=""0.00010""","=""18""","=""""",,"=""17540.188""","=""37976.589""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""2""",,"=""""","=""L10989""",
"=""489.3052""","=""0.0003""","=""489.30527""","=""0.00017""","=""76""","=""""",,"=""18141.265""","=""38572.699""","=""3d3.(2H).4s""","=""a 3H""","=""5""","=""3d3.(2H).4p""","=""z 3I*""","=""5""",,"=""""","=""L10989""",
"=""489.3409""","=""0.0003""","=""489.34099""","=""0.00007""","=""43""","=""""",,"=""21739.707""","=""42169.6496""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""5""","=""3d2.4s.(4F).4d""","=""3G""","=""5""",,"=""""","=""L10989""",
"=""489.3891""","=""0.0003""","=""489.38882""","=""0.00012""","=""12""","=""""",,"=""17423.856""","=""37851.802""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""1""",,"=""""","=""L10989""",
"=""489.9909""","=""0.0003""","=""489.99088""","=""0.00012""","=""3200""","=""""",,"=""15156.802""","=""35559.648""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d3.(2G).4p""","=""y 3H*""","=""5""",,"=""""","=""L10989""",
"=""490.0026""","=""0.0006""","=""490.00216""","=""0.00007""","=""24q""","=""""",,"=""21469.488""","=""41871.8642""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""3""","=""3d2.4s.(4F).4d""","=""g 3F""","=""2""",,"=""""","=""L10989""",
"=""490.0584""","=""0.0003""","=""490.05850""","=""0.00007""","=""20""","=""""",,"=""21588.495""","=""41988.5259""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""4""","=""3d2.4s.(4F).4d""","=""g 3F""","=""3""",,"=""""","=""L10989""",
"=""490.0997""","=""0.0003""","=""490.10025""","=""0.00007""","=""16""","=""""",,"=""21469.488""","=""41867.7812""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""3""","=""3d2.4s.(4F).4d""","=""3G""","=""3""",,"=""""","=""L10989""",
"=""490.3737""","=""0.0003""","=""490.37342""","=""0.00007""","=""28""","=""""",,"=""21588.495""","=""41975.4249""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""4""","=""3d2.4s.(4F).4d""","=""3G""","=""4""",,"=""""","=""L10989""",
"=""490.8449""","=""0.0003""","=""490.84490""","=""0.00007""","=""22""","=""""",,"=""21739.707""","=""42107.0545""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""5""","=""3d2.4s.(4F).4d""","=""g 3F""","=""4""",,"=""""","=""L10989""",
"=""490.9098""","=""0.0003""","=""490.90985""","=""0.00010""","=""76""","=""""",,"=""6661.006""","=""27025.659""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3F*""","=""4""",,"=""""","=""L10989""",
"=""491.3615""","=""0.0003""","=""491.36134""","=""0.00014""","=""2500""","=""4.44e+07""",C+,"=""15108.111""","=""35454.052""","=""3d3.(2G).4s""","=""a 3G""","=""3""","=""3d3.(2G).4p""","=""y 3H*""","=""4""",,"=""T4922""","=""L10989""",
"=""491.5230""","=""0.0003""","=""491.52287""","=""0.00015""","=""200""","=""2.40e+06""",C+,"=""15220.393""","=""35559.648""","=""3d3.(2G).4s""","=""a 3G""","=""5""","=""3d3.(2G).4p""","=""y 3H*""","=""5""",,"=""T4922""","=""L10989""",
"=""491.7781""","=""0.0005""","=""491.77814""","=""0.00007""","=""""","=""1.47e+06""",D+,"=""21588.495""","=""41917.1924""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3G*""","=""4""","=""3d2.4s.(4F).4d""","=""e 5H""","=""4""",,"=""T6897""","=""L18003""",
"=""491.9861""","=""0.0003""","=""491.98607""","=""0.00010""","=""630""","=""""",,"=""17423.856""","=""37743.962""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d3.(2D2).4p""","=""u 3F*""","=""3""",,"=""""","=""L10989""",
"=""492.1765""","=""0.0003""","=""492.17638""","=""0.00010""","=""860""","=""""",,"=""17540.188""","=""37852.437""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d3.(2D2).4p""","=""u 3F*""","=""4""",,"=""""","=""L10989""",
"=""492.5400""","=""0.0003""","=""492.54008""","=""0.00015""","=""200""","=""""",,"=""15156.802""","=""35454.052""","=""3d3.(2G).4s""","=""a 3G""","=""4""","=""3d3.(2G).4p""","=""y 3H*""","=""4""",,"=""""","=""L10989""",
"=""492.6151""","=""0.0003""","=""492.61481""","=""0.00010""","=""120""","=""2.65e+05""",C+,"=""6598.765""","=""26892.936""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3F*""","=""3""",,"=""T4498""","=""L10989""",
"=""492.8337""","=""0.0003""","=""492.83362""","=""0.00017""","=""890*""","=""6.2e+07""",D,"=""17369.529""","=""37654.690""","=""3d3.(2D2).4s""","=""a 3D""","=""1""","=""3d3.(2D2).4p""","=""u 3F*""","=""2""",,"=""T4401n""","=""L10989""",
"=""492.8337""","=""0.0003""","=""492.83401""","=""0.00017""","=""890*""","=""""",,"=""18287.554""","=""38572.699""","=""3d3.(2G).4s""","=""b 1G""","=""4""","=""3d3.(2H).4p""","=""z 3I*""","=""5""",,"=""""","=""L10989""",
"=""492.8878""","=""0.0004""","=""492.88848""","=""0.00010""","=""""","=""""",,"=""6742.756""","=""27025.659""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3F*""","=""4""",,"=""""","=""L9190""",
"=""493.7727""","=""0.0003""","=""493.77258""","=""0.00010""","=""140""","=""""",,"=""6556.833""","=""26803.420""","=""3d3.(4F).4s""","=""a 5F""","=""1""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3F*""","=""2""",,"=""""","=""L10989""",
"=""493.8036""","=""0.0003""","=""493.80424""","=""0.00010""","=""7""","=""1.78e+05""",C+,"=""16106.076""","=""36351.365""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""4""","=""3d2.4s.(4F).5s""","=""e 5F""","=""5""",,"=""T6897""","=""L10989""",
"=""493.8291""","=""0.0003""","=""493.82917""","=""0.00020""","=""500""","=""""",,"=""20795.603""","=""41039.870""","=""3d3.(2H).4s""","=""a 1H""","=""5""","=""3d3.(2H).4p""","=""y 1H*""","=""5""",,"=""""","=""L10989""",
"=""494.0969""","=""0.0003""","=""494.09689""","=""0.00010""","=""14""","=""3.98e+05""",B+,"=""15975.631""","=""36208.929""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""3""","=""3d2.4s.(4F).5s""","=""e 5F""","=""4""",,"=""T6897""","=""L10989""",
"=""494.1306""","=""0.0003""","=""494.13030""","=""0.00010""","=""28""","=""""",,"=""6661.006""","=""26892.936""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3F*""","=""3""",,"=""""","=""L10989""",
"=""494.1569""","=""0.0003""","=""494.15707""","=""0.00015""","=""96""","=""5.3e+06""",D,"=""17423.856""","=""37654.690""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d3.(2D2).4p""","=""u 3F*""","=""2""",,"=""T4401n""","=""L10989""",
"=""494.3066""","=""0.0003""","=""494.30668""","=""0.00010""","=""24""","=""""",,"=""7255.355""","=""27480.066""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""3""",,"=""""","=""L10989""",
"=""494.4351""","=""0.0003""","=""494.43503""","=""0.00010""","=""14*""","=""5.30e+05""",B,"=""15877.081""","=""36096.542""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""2""","=""3d2.4s.(4F).5s""","=""e 5F""","=""3""",,"=""T6897""","=""L10989""",
"=""494.4351""","=""0.0003""","=""494.43552""","=""0.00010""","=""14*""","=""""",,"=""19421.580""","=""39641.021""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""3""","=""3d3.(4F).5s""","=""f 3F""","=""3""",,"=""""","=""L10989""",
"=""494.6186""","=""0.0003""","=""494.61879""","=""0.00010""","=""6""","=""""",,"=""19573.974""","=""39785.923""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3F*""","=""4""","=""3d3.(4F).5s""","=""f 3F""","=""4""",,"=""""","=""L10989""",
"=""494.7970""","=""0.0003""","=""494.79735""","=""0.00010""","=""35""","=""""",,"=""6598.765""","=""26803.420""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3F*""","=""2""",,"=""""","=""L10989""",
"=""494.8188""","=""0.0003""","=""494.81893""","=""0.00010""","=""88""","=""""",,"=""17540.188""","=""37743.962""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d3.(2D2).4p""","=""u 3F*""","=""3""",,"=""""","=""L10989""",
"=""495.8277""","=""0.0003""","=""495.82759""","=""0.00010""","=""83""","=""""",,"=""7255.355""","=""27418.029""","=""3d2.4s2""","=""a 1D""","=""2""","=""3d2.(1D).4s.4p.(3P*)""","=""x 3D*""","=""2""",,"=""""","=""L10989""",
"=""496.4716""","=""0.0003""","=""496.47170""","=""0.00010""","=""150""","=""8.17e+06""",B+,"=""15877.081""","=""36013.597""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""2""","=""3d2.4s.(4F).5s""","=""e 5F""","=""2""",,"=""T6897""","=""L10989""",
"=""496.6028""","=""0.0003""","=""496.60275""","=""0.00010""","=""29""","=""""",,"=""17423.856""","=""37555.058""","=""3d3.(2D2).4s""","=""a 3D""","=""2""","=""3d3.(2G).4p""","=""v 3G*""","=""3""",,"=""""","=""L10989""",
"=""496.7299""","=""0.0003""","=""496.72958""","=""0.00007""","=""25""","=""""",,"=""0.000""","=""20126.062""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""3""",,"=""""","=""L10989""",
"=""496.8568""","=""0.0003""","=""496.85675""","=""0.00010""","=""220""","=""8.92e+06""",B+,"=""15975.631""","=""36096.542""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""3""","=""3d2.4s.(4F).5s""","=""e 5F""","=""3""",,"=""T6897""","=""L10989""",
"=""497.0156""","=""0.0003""","=""497.01506""","=""0.00015""","=""4""","=""""",,"=""17540.188""","=""37654.690""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d3.(2D2).4p""","=""u 3F*""","=""2""",,"=""""","=""L10989""",
"=""497.3029""","=""0.0003""","=""497.30307""","=""0.00010""","=""230""","=""7.32e+06""",B+,"=""16106.076""","=""36208.929""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""4""","=""3d2.4s.(4F).5s""","=""e 5F""","=""4""",,"=""T6897""","=""L10989""",
"=""497.5342""","=""0.0003""","=""497.53431""","=""0.00017""","=""620""","=""""",,"=""20209.447""","=""40302.957""","=""3d3.(2D2).4s""","=""b 1D""","=""2""","=""3d3.(2D2).4p""","=""w 1F*""","=""3""",,"=""""","=""L10989""",
"=""497.7728""","=""0.0003""","=""497.77275""","=""0.00010""","=""150""","=""4.41e+06""",B+,"=""16267.480""","=""36351.365""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""5""","=""3d2.4s.(4F).5s""","=""e 5F""","=""5""",,"=""T6897""","=""L10989""",
"=""497.8187""","=""0.0003""","=""497.81878""","=""0.00010""","=""510""","=""""",,"=""15877.081""","=""35959.109""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""2""","=""3d2.4s.(4F).5s""","=""e 5F""","=""1""",,"=""""","=""L10989""",
"=""497.9257""","=""0.0003""","=""497.92594""","=""0.00010""","=""19""","=""""",,"=""17540.188""","=""37617.894""","=""3d3.(2D2).4s""","=""a 3D""","=""3""","=""3d3.(2G).4p""","=""v 3G*""","=""4""",,"=""""","=""L10989""",
"=""498.1731""","=""0.0003""","=""498.17305""","=""0.00015""","=""14000""","=""6.60e+07""",C+,"=""6842.962""","=""26910.709""","=""3d3.(4F).4s""","=""a 5F""","=""5""","=""3d3.(4F).4p""","=""y 5G*""","=""6""",,"=""T4294""","=""L10989""",
"=""498.9134""","=""0.0003""","=""498.91346""","=""0.00010""","=""660""","=""3.70e+07""",B+,"=""15975.631""","=""36013.597""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""3""","=""3d2.4s.(4F).5s""","=""e 5F""","=""2""",,"=""T6897""","=""L10989""",
"=""499.1067""","=""0.0003""","=""499.10660""","=""0.00010""","=""13000""","=""5.84e+07""",C+,"=""6742.756""","=""26772.968""","=""3d3.(4F).4s""","=""a 5F""","=""4""","=""3d3.(4F).4p""","=""y 5G*""","=""5""",,"=""T4294""","=""L10989""",
"=""499.5066""","=""0.0003""","=""499.50653""","=""0.00010""","=""43""","=""""",,"=""18145.286""","=""38159.461""","=""3d3.(2P).4s""","=""b 3P""","=""2""","=""3d2.(3P).4s.4p.(1P*)""","=""u 3D*""","=""3""",,"=""""","=""L10989""",
"=""499.7093""","=""0.0003""","=""499.70967""","=""0.00010""","=""1700""","=""4.69e+05""",A,"=""0.000""","=""20006.039""","=""3d2.4s2""","=""a 3F""","=""2""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""2""",,"=""T7574""","=""L10989""",
"=""499.7726""","=""0.0006""","=""499.77185""","=""0.00020""","=""12q""","=""""",,"=""25037.405""","=""45040.955""","=""3d3.(2F).4s""","=""3F""","=""4""","=""3d3.(4F).5p""","=""3F*""","=""4""",,"=""""","=""L10989""",
"=""499.9502""","=""0.0003""","=""499.95030""","=""0.00010""","=""12000""","=""5.27e+07""",C+,"=""6661.006""","=""26657.416""","=""3d3.(4F).4s""","=""a 5F""","=""3""","=""3d3.(4F).4p""","=""y 5G*""","=""4""",,"=""T4294""","=""L10989""",
"=""500.0988""","=""0.0003""","=""500.09896""","=""0.00010""","=""910""","=""3.65e+07""",B+,"=""16106.076""","=""36096.542""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""4""","=""3d2.4s.(4F).5s""","=""e 5F""","=""3""",,"=""T6897""","=""L10989""",
"=""500.2155""","=""0.0003""","=""500.21534""","=""0.00018""","=""6""","=""""",,"=""25107.411""","=""45093.226""","=""3d2.(3F).4s.4p.(1P*)""","=""y 3F*""","=""2""","=""3d2.4s.(2D).5s""","=""3D""","=""1""",,"=""""","=""L10989""",
"=""500.7206""","=""0.0003""","=""500.72093""","=""0.00013""","=""10000""","=""4.92e+07""",C+,"=""6598.765""","=""26564.400""","=""3d3.(4F).4s""","=""a 5F""","=""2""","=""3d3.(4F).4p""","=""y 5G*""","=""3""",,"=""T4294""","=""L10989""",
"=""500.9645""","=""0.0003""","=""500.96447""","=""0.00010""","=""1200*""","=""2.41e+05""",A,"=""170.1328""","=""20126.062""","=""3d2.4s2""","=""a 3F""","=""3""","=""3d2.(3F).4s.4p.(3P*)""","=""z 3D*""","=""3""",,"=""T7574""","=""L10989""",
"=""500.9645""","=""0.0003""","=""500.96568""","=""0.00015""","=""1200*""","=""""",,"=""17369.529""","=""37325.410""","=""3d3.(2D2).4s""","=""a 3D""","=""1""","=""3d3.(2D2).4p""","=""w 3P*""","=""2""",,"=""""","=""L10989""",
"=""501.3282""","=""0.0003""","=""501.32824""","=""0.00010""","=""1200""","=""3.86e+07""",B+,"=""16267.480""","=""36208.929""","=""3d2.(3F).4s.4p.(3P*)""","=""z 5G*""","=""5""","=""3d2.4s.(4F).5s""","=""e 5F""","=""4""",,"=""T6897""","=""L10989""",
