element,ionization_stage,observed_wavelength_nm,ritz_wavelength_nm,relative_intensity,Aki,lower_energy,upper_energy
Al,II,585.362,585.376,100.0,12800000.0,121483.5,138561.8
Al,II,586.153,586.177,80.0,11400000.0,121483.92,138538.9
Al,II,,586.162,,1430000.0,121483.5,138538.9
Al,II,,586.764,,56100.0,121483.5,138521.4
Al,II,,586.779,,1990000.0,121483.92,138521.4
Al,II,586.781,586.79,50.0,10700000.0,121484.252,138521.4
Al,II,597.198,597.197,80.0,5810000.0,125869.015,142609.27
Al,II,599.97,,3.0,,125703.14,142365.54
Al,II,599.975,599.987,,2070000.0,125703.14,142365.54
Al,II,599.983,,2.0,,125703.14,142365.54
Al,II,600.118,600.127,2.0,,132778.633,149437.17
Al,II,600.176,600.187,60.0,2790000.0,125708.828,142365.69
Al,II,600.188,600.192,40.0,1550000.0,125708.828,142365.54
Al,II,600.641,600.641,200.0,3710000.0,125721.703,142365.98
Al,II,,600.651,,928000.0,125721.703,142365.69
Al,II,,600.657,,103000.0,125721.703,142365.54
Al,II,606.1124,606.112,30.0,8380000.0,125869.015,142363.06
Al,II,606.632,,15.0,,125703.14,142182.94
Al,II,606.637,606.636,,888000.0,125703.14,142182.94
Al,II,606.644,,10.0,,125703.14,142182.94
Al,II,606.843,,40.0,,125708.828,142182.94
Al,II,606.847,606.845,,2660000.0,125708.828,142182.94
Al,II,606.853,,25.0,,125708.828,142182.94
Al,II,607.3198,607.32,50.0,4430000.0,125721.703,142182.94
Al,II,618.157,,50.0,,123418.48,139591.1
Al,II,618.163,618.158,,24100000.0,123418.48,139591.1
Al,II,618.168,,60.0,,123418.48,139591.1
Al,II,,618.233,,2090000.0,123420.45,139591.1
Al,II,,618.233,,24400000.0,123420.45,139591.1
Al,II,,618.345,,32100.0,123423.36,139591.1
Al,II,,618.345,,1630000.0,123423.36,139591.1
Al,II,,618.345,,26100000.0,123423.36,139591.1
Al,II,,620.153,,25900000.0,123470.5,139591.1
Al,II,622.618,622.619,50.0,62500000.0,105427.52,121484.252
Al,II,,623.162,,46700000.0,105441.5,121484.252
Al,II,623.1745,623.175,75.0,84000000.0,105441.5,121483.92
Al,II,,624.307,,3110000.0,105470.93,121484.252
Al,II,,624.32,,27900000.0,105470.93,121483.92
Al,II,624.336,624.337,100.0,111000000.0,105470.93,121483.5
Al,II,,631.99,,216000.0,123470.5,139289.15
Al,II,633.5701,633.571,30.0,15300000.0,110089.83,125869.015
Al,II,,649.313,,2160.0,123418.48,138815.12
Al,II,,649.323,,107000.0,123418.48,138814.87
Al,II,,649.323,,959000.0,123418.48,138814.87
Al,II,,649.396,,76400.0,123420.45,138815.12
Al,II,,649.407,,852000.0,123420.45,138814.87
Al,II,649.545,649.519,,880000.0,123423.36,138815.12
Al,II,660.964,660.981,,2200000.0,124794.13,139918.98
Al,II,669.639,669.64302,2.0,274000.0,120092.919,135022.127
Al,II,669.946,669.93138,1.0,273000.0,120092.919,135015.701
Al,II,,670.08477,,274000.0,120092.919,135012.285
Al,II,,677.71,,,132822.89,147574.4
Al,II,681.669,681.689,10.0,12000000.0,105427.52,120092.919
Al,II,682.348,682.339,50.0,35900000.0,105441.5,120092.919
Al,II,683.714,683.713,80.0,59400000.0,105470.93,120092.919
Al,II,691.793,691.793,10.0,9900000.0,124794.13,139245.343
Al,II,691.996,692.034,1.0,100000000.0,106920.56,121366.725
Al,II,,702.464,,215000.0,111637.33,125869.015
Al,II,704.206,704.208,100.0,57800000.0,91274.5,105470.93
Al,II,705.66,705.671,50.0,57400000.0,91274.5,105441.5
Al,II,706.364,706.368,10.0,57300000.0,91274.5,105427.52
Al,II,,713.289,,2590000.0,133437.71,147453.4
Al,II,,713.563,,227000.0,133443.08,147453.4
Al,II,,713.563,,2640000.0,133443.08,147453.4
Al,II,,713.919,,3450.0,133450.07,147453.4
Al,II,,713.919,,175000.0,133450.07,147453.4
