element,ionization_stage,observed_wavelength_nm,ritz_wavelength_nm,relative_intensity,Aki,lower_energy,upper_energy
Cu,I,348.3761,348.3758,,,44406.32,73102.74
Cu,I,348.7566,348.7559,,,46598.35,75263.5
Cu,I,348.8858,348.8841,,,44544.16,73198.77
Cu,I,349.0958,349.0965,,,43514.01,72151.19
Cu,I,349.45,349.453,,,46598.35,75206.3
Cu,I,349.8063,349.8062,,,43514.01,72093.09
Cu,I,349.8938,349.8944,,,46598.35,75170.23
Cu,I,350.0324,350.0308,,,44544.16,73104.9
Cu,I,350.1251,350.1261,,,43514.01,72066.98
Cu,I,350.1529,350.1528,,,42302.58,70853.37
Cu,I,350.5058,350.501,,,49382.945,77905.37
Cu,I,350.7407,350.7423,,,43514.01,72016.82
Cu,I,351.1835,351.1852,50.0,,30783.697,59250.561
Cu,I,351.1985,351.2004,10.0,,30783.697,59249.33
Cu,I,351.2121,351.2121,,,43514.01,71978.69
Cu,I,351.7039,351.703,,,43726.24,72151.19
Cu,I,352.0031,352.002,500.0,,44915.68,73316.49
Cu,I,352.4231,352.4234,1250.0,,43726.24,72093.09
Cu,I,352.7482,352.7481,500.0,,43726.24,72066.98
Cu,I,353.0383,353.0378,2000.0,,13245.443,41562.93
Cu,I,353.3746,353.3735,500.0,,43726.24,72016.82
Cu,I,354.4963,354.4956,,,43726.24,71927.28
Cu,I,354.6433,354.6442,,,44915.68,73104.9
Cu,I,,355.262,,,46172.89,74313.1
Cu,I,355.2695,355.2711,,,44963.26,73102.74
Cu,I,356.6131,356.6133,,,30535.324,58568.9
Cu,I,359.4023,359.4018,30.0,,11202.618,39018.69
Cu,I,359.8011,359.8011,,,30783.697,58568.9
Cu,I,359.9132,359.9131,1400.0,,43514.01,71290.57
Cu,I,360.2032,360.2028,1400.0,,43514.01,71268.23
Cu,I,360.72,360.716,,,46598.35,74313.1
Cu,I,360.9295,360.9296,2000.0,,13245.443,40943.78
Cu,I,361.0809,361.0804,200.0,,44406.32,72093.09
Cu,I,361.3761,361.3753,600.0,,43514.01,71178.18
Cu,I,361.4218,361.4212,200.0,,44406.32,72066.98
Cu,I,362.0352,362.0344,200.0,,43514.01,71127.82
Cu,I,362.1245,362.1233,600.0,,44544.16,72151.19
Cu,I,362.4236,362.4232,100.0,,43514.01,71098.2
Cu,I,362.732,362.7304,,,44544.16,72104.99
Cu,I,362.9771,362.9785,10.0,,43726.24,71268.23
Cu,I,363.2308,363.2313,5.0,,44544.16,72066.98
Cu,I,363.2558,363.2559,50.0,,44406.32,71927.28
Cu,I,363.5916,363.5916,250.0,,45820.94,73316.49
Cu,I,364.1693,364.1692,50.0,,43726.24,71178.18
Cu,I,364.3632,364.3652,5.0,,45879.32,73316.49
